11:32:50:310[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319193.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286338048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:32:57:897[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319203.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286379008.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:32:58:468[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319283.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286858240.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:32:59:269[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319283.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286858240.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:32:59:884[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319309.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286964736.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:00:548[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319309.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286964736.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:01:142[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319309.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286964736.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:01:745[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319309.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286964736.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:02:305[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319310.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286993408.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:02:855[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319310.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2286993408.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:03:408[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319311.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287038464.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:03:974[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319311.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287038464.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:04:529[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319311.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287038464.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:05:108[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319329.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287112192.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:05:676[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319329.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287112192.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
11:33:06:280[MetricValue{metricKey='reads-/dev/mapper/ubuntu--vg-root', value='29223.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/mapper/ubuntu--vg-root', value='723330048.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/mapper/ubuntu--vg-root', value='319329.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/mapper/ubuntu--vg-root', value='2287112192.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='reads-/dev/sda1', value='659.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='readbytes-/dev/sda1', value='17259520.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writes-/dev/sda1', value='7.000000', warningRange='', criticalRange='', minValue='', maxValue=''}, MetricValue{metricKey='writebytes-/dev/sda1', value='13312.000000', warningRange='', criticalRange='', minValue='', maxValue=''}]
